scope,trace,controller,metric,better_when,n,mean,std,ci95_half_width,ci95_low,ci95_high
overall_per_seed,all_evaluation_traces,bola-basic,high_representation_fraction_percent,descriptive,5,4.444444444444445,0.0,0.0,4.444444444444445,4.444444444444445
overall_per_seed,all_evaluation_traces,robust-mpc,startup_delay_s,lower,5,10.995366582183797,0.0,0.0,10.995366582183797,10.995366582183797
overall_per_seed,all_evaluation_traces,robust-mpc,rebuffering_s,lower,5,2.8161096908277945,0.0,0.0,2.8161096908277945,2.8161096908277945
overall_per_seed,all_evaluation_traces,robust-mpc,rebuffering_rate_percent,lower,5,9.88455489936046,0.0,0.0,9.88455489936046,9.88455489936046
overall_per_seed,all_evaluation_traces,robust-mpc,average_bitrate_kbps,higher,5,19090.588888888888,0.0,0.0,19090.588888888888,19090.588888888888
overall_per_seed,all_evaluation_traces,robust-mpc,average_payload_bitrate_kbps,higher,5,21147.248672048674,0.0,0.0,21147.248672048674,21147.248672048674
overall_per_seed,all_evaluation_traces,robust-mpc,buffer_mean_s,descriptive,5,3.8912949081106114,0.0,0.0,3.8912949081106114,3.8912949081106114
overall_per_seed,all_evaluation_traces,robust-mpc,buffer_std_s,lower,5,1.7524217730615999,0.0,0.0,1.7524217730615999,1.7524217730615999
overall_per_seed,all_evaluation_traces,robust-mpc,mean_objective_reward,higher,5,-1.8743329314177573,0.0,0.0,-1.8743329314177573,-1.8743329314177573
overall_per_seed,all_evaluation_traces,robust-mpc,switch_count,lower,5,2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335
overall_per_seed,all_evaluation_traces,robust-mpc,high_representation_fraction_percent,descriptive,5,18.88888888888889,0.0,0.0,18.88888888888889,18.88888888888889
overall_per_seed,all_evaluation_traces,q-learning,startup_delay_s,lower,5,2.453286674236927,0.0,0.0,2.453286674236927,2.453286674236927
overall_per_seed,all_evaluation_traces,q-learning,rebuffering_s,lower,5,2.8161096908277945,0.0,0.0,2.8161096908277945,2.8161096908277945
overall_per_seed,all_evaluation_traces,q-learning,rebuffering_rate_percent,lower,5,9.88455489936046,0.0,0.0,9.88455489936046,9.88455489936046
overall_per_seed,all_evaluation_traces,q-learning,average_bitrate_kbps,higher,5,12478.771111111111,292.05175346794937,362.57201291954175,12116.19909819157,12841.343124030653
overall_per_seed,all_evaluation_traces,q-learning,average_payload_bitrate_kbps,higher,5,14740.914323154324,322.22819891800566,400.03501199304117,14340.879311161283,15140.949335147365
overall_per_seed,all_evaluation_traces,q-learning,buffer_mean_s,descriptive,5,3.908727722878834,0.033664810530215514,0.04179368202230205,3.866934040856532,3.950521404901136
overall_per_seed,all_evaluation_traces,q-learning,buffer_std_s,lower,5,1.5335344063914522,0.03311749587311552,0.04111421006375792,1.4924201963276944,1.57464861645521
overall_per_seed,all_evaluation_traces,q-learning,mean_objective_reward,higher,5,-1.976932017148907,0.007504750965210218,0.009316885215054032,-1.9862489023639611,-1.967615131933853
overall_per_seed,all_evaluation_traces,q-learning,switch_count,lower,5,1.7333333333333332,0.5477225575051662,0.6799783525966102,1.053354980736723,2.4133116859299433
overall_per_seed,all_evaluation_traces,q-learning,high_representation_fraction_percent,descriptive,5,5.111111111111112,0.6085806194501848,0.7555315028851227,4.355579608225989,5.866642613996234
